takeoff,takeoff_no,landing,duration,distance,competitors_no,result_place,date,desc,max_alt,max_lift,glider
Zabočevo,1,"",101,-nan,null,null,"2008-7-10",letenje okoli doline pristanek na rakitni.. Z erzotom on leti v Notranje gorice,null,null,Magus
Stolp,1,"",5,-nan,null,null,"2008-7-10",Peš gor skok dol,null,null,Sonic
Strmca,1,"",30,-nan,null,null,"2008-7-11",Jadranje v precej močnem vetru,null,null,Sonic
Kovk,1,"",90,-nan,null,null,"2008-7-12",Jadranje prvič helikopter,null,null,Sonic
kobala,1,"",15,-nan,null,null,"2008-7-15",šolanje,null,null,Tandem zmaj
kobala,1,"",15,-nan,null,null,"2008-7-15",šolanje,null,null,Atlas
Stolp,1,"",5,-nan,null,null,"2008-7-2",Peš gor skok dol,null,null,Sonic
Stolp,1,"",5,-nan,null,null,"2008-7-8",Peš gor skok dol,null,null,Sonic
Stolp,1,"",5,-nan,null,null,"2008-7-9",Peš gor skok dol,null,null,Sonic
Zavrh,1,"",47,-nan,null,null,"2008-8-21",Z erzotom mal jadrava in pristaneva za tarasovo bajto,null,null,Magus
Kobariški Stol,1,"",202,-nan,null,null,"2008-8-24",Prva tekma zajebem in delam kazenski krog okoli drežnice in jošk,null,null,Magus
Kobariški Stol,1,"",49,-nan,null,null,"2008-8-25",Dirka skenslana dule je dol ubrisal,null,null,Magus
Kobariški Stol,1,"",135,-nan,null,null,"2008-8-26",Letim odlično skoz v prvi grupi, pred ciljem malo zaglibim v grebenu. V cilj priletim 6,null,null,Magus
Kobariški Stol,1,"",148,-nan,null,null,"2008-8-27","",null,null,Magus
Kobariški Stol,1,"",183,-nan,null,null,"2008-8-28",Kuk odlična disciplina čez italijio Mija matajur,null,null,Magus
Kobariški Stol,1,"",161,-nan,null,null,"2008-8-29",Zafuk na žagi drugače odlično letenje,null,null,Magus
Bolgaria-Shambala-Sopot-Karlovo,1,"",187,-nan,null,null,"2008-8-3",PWC TEKMA 71km task ravnina,null,null,Magus
Kobariški Stol,1,"",106,-nan,null,null,"2008-8-30",Zmaga jest aljaz urabn,null,null,Magus
Ulavka,1,"",5,-nan,null,null,"2008-8-31",Pristanek v Razorski dolini,null,null,Sonic
Bolgaria-Shambala-Sopot-Karlovo,1,"",217,-nan,null,null,"2008-8-4",PWC TEKMA 80km task stopped,null,null,Magus
Bolgaria-Shambala-Sopot-Karlovo,1,"",223,-nan,null,null,"2008-8-5",PWC TEKMA 77km,null,null,Magus
Bolgaria-Shambala-Sopot-Karlovo,1,"",240,-nan,null,null,"2008-8-7",PWC TEKMA,null,null,Magus
Bolgaria-Shambala-Sopot-Karlovo,1,"",244,-nan,null,null,"2008-8-8",PWC TEKMA,null,null,Magus
Bolgaria-Shambala-Sopot-Karlovo,1,"",138,-nan,null,null,"2008-8-9",PWC TEKMA,null,null,Magus
Ulavka,1,"",5,-nan,null,null,"2008-9-15",Pristanek na vhodu v Razorsko dolino,null,null,Sonic
Ulavka,1,"",5,-nan,null,null,"2008-9-16",Pristanek na vhodu v Razorsko dolino,null,null,Sonic
Ulavka,1,"",5,-nan,null,null,"2008-9-16",Pristanek na vhodu v Razorsko dolino,null,null,Sonic
Zabočevo,1,"",20,-nan,null,null,"2008-9-17",Jadranje in curaža potem peš na štart,null,null,Sonic
Ulavka,1,"",5,-nan,null,null,"2008-9-18",Skok z hriba,null,null,Sonic
Ulavka,1,"",5,-nan,null,null,"2008-9-18",Skok z hriba,null,null,Sonic
Ulavka,1,"",5,-nan,null,null,"2008-9-18",Skok z hriba,null,null,Sonic
Zavrh,1,"",45,-nan,null,null,"2008-9-19",Jadranje pristanek na vrhniki, naredil sem en helikopter in en sat,null,null,Sonic
Zavrh,1,"",75,-nan,null,null,"2008-9-20",Jadranje ful veter pa sem komaj ostal gor. Potem en helikopter asimetrija in curaža do škorpiona.,null,null,Sonic
Zavrh,1,"",15,-nan,null,null,"2008-9-21",Svoh jadranje en slab helikopterček in pristanek,null,null,Sonic
Brazilija Castelo,1,"",65,-nan,null,null,"2008-9-28",Trening dan letkanje,null,null,Magus
Brazilija Castelo,1,"",150,-nan,null,null,"2008-9-29",Tekma sem na 5 mestu samo me zjebe inštrument imam minimum distance,null,null,Magus
Brazilija Castelo,1,"",180,-nan,null,null,"2008-9-30",4.mesto,null,null,Magus
Krvavec,1,"",30,-nan,null,null,"2009-1-17",Piha sever gremo z zvoha dol in štartamo pri hotelu,null,null,Magus
Ulavka,1,"",15,-nan,null,null,"2009-1-26",Skok z hriba pol pa tek peš po avto. Letiva z erzotom,null,null,Magus
Zavrh,1,"",30,-nan,null,null,"2009-1-31",letkanje okoli po grebenu precej je pihalo mrzlo je bilo ko svinja,null,null,Sonic
Stol,1,"",20,-nan,null,null,"2009-10-11",pes z marlijem,null,null,Sonic
Kovk,1,"",120,-nan,null,null,"2009-10-16",z aljazem sva letkala na okoli potem do rampe in nazaj do njegove bajte,null,null,Magus
Grintavec,1,"",10,-nan,null,null,"2009-10-29","",null,null,Sonic
Storzic,1,"",15,-nan,null,null,"2009-10-4",pes z ciglo,null,null,Sonic
Kamniško sedlo,1,"",10,-nan,null,null,"2009-11-1","",null,null,Sonic
Kepa,1,"",10,-nan,null,null,"2009-11-19","",null,null,Sonic
Ulavka,1,"",10,-nan,null,null,"2009-12-20","",null,null,Sonic
Ulavka,1,"",10,-nan,null,null,"2009-12-20","",null,null,Sonic
Lovrenc polhovgradec,1,"",10,-nan,null,null,"2009-12-20","",null,null,Sonic
Zavrh,1,"",10,-nan,null,null,"2009-12-26","",null,null,Magus novi proto
Kovk,1,"",30,-nan,null,null,"2009-12-27","",null,null,Magus novi proto
Begunščica,1,"",10,-nan,null,null,"2009-12-3","",null,null,Sonic
Lijak,1,"",90,-nan,null,null,"2009-2-14",Zimska liga 45km zmagal pred hafnerjem in Urabnom.. Kasneje prileti še marli aljaž...,null,null,Magus
Zavrh,1,"",30,-nan,null,null,"2009-2-19",Let na staro vrhniko z erzotom,null,null,Magus
Lijak,1,"",90,-nan,null,null,"2009-2-20",Nanosa nisem mogu pobrat ker je bilo vse v temi,null,null,Magus
Lijak,1,"",200,-nan,null,null,"2009-2-25",Lijak, Kobilja, Anhovo crknu je dan,null,null,Magus
Vremščica,1,"",52,-nan,null,null,"2009-2-27",Jadranje in letkanje okol vremscice na štartu je pihalo dol,null,null,Magus
Lijak,1,"",91,-nan,null,null,"2009-2-28",Zimska liga letel sem odlično do ciljnega doleta kjer sem porinil prenizko,null,null,Magus
Ibituruna,1,"",60,-nan,null,null,"2009-3-18",Letkanje okoli hriba in potem pobeg v valadares na pristanek zaradi ploh.,null,null,Magus
Ibituruna,1,"",120,-nan,null,null,"2009-3-19",letenje tekme valadares open. Startal sem zelo pozno tako da sem se vlačil po podnu do zadnje obratne točke kjer sem scuril,null,null,Magus
Ibituruna,1,"",165,-nan,null,null,"2009-3-21",letenje trening jutri je prva tekma. Letel sem z raulom in mikijem naredil smo 57km. Raul je scuril blo je res kriza vmes.. potem pa super letenje domov.,null,null,Magus
Ibituruna,1,"",65,-nan,null,null,"2009-3-22",prva tekma praktično vsi smo se ulegli po prvem glajdu od pilona. Ha ha,null,null,Magus
Ibituruna,1,"",150,-nan,null,null,"2009-3-23",druga tekma totalna tema naredil smo 25km jaz sem za to potreboval dve uri in pol s tem da sem pristal z prvo skupino. Je pa nekdo odletel 40km,null,null,Magus
Ibituruna,1,"",45,-nan,null,null,"2009-3-24",Tekma je odpovedana,null,null,Magus
Ibituruna,1,"",61,-nan,null,null,"2009-3-25",Tekma je odpovedana,null,null,Magus
Ibituruna,1,"",90,-nan,null,null,"2009-3-26",Tekma 37km miki zmaga jaz scurim na 27km ostali se zajebejo ker čakajo,null,null,Magus
Ibituruna,1,"",205,-nan,null,null,"2009-3-27",Disciplina 51km gre mi zelo dobro dokler ne pridemo do roba teme tukaj se pra skupina zagoni v temo na tla jaz pa na sonce skoraj scurim. Tolk nizko se še nisem pobral. Do pred cilja se pripeljem pod prvo skupino vendar se ne da nič več naredit. Tukaj se zataknemo in čakamo da bi kaj pobrali hrib ne da pobočnika tako da scurimo pod hribom..,null,null,Magus
Gozd,1,"",91,-nan,null,null,"2009-3-8",Od gozda na krvavc pa notr in nazaj z hafijem sva odletela odlično nedeljsko popoldne,null,null,Magus
Kobala,1,"",38,-nan,null,null,"2009-4-11",jadranje ful je pihal,null,null,Magus
Kobala,1,"",11,-nan,null,null,"2009-4-12",peš na kobalo in skok z akrotom,null,null,Sonic
Kobala,1,"",155,-nan,null,null,"2009-4-12",jadranje na zadnjih hribih do osmih zvečer... noro dobr,null,null,Magus
Lisca,1,"",90,-nan,null,null,"2009-4-25",tekma jebal me je inštrument na kocu sem štrikal do konca in zato nisem vlekel linije kar me je koštalo par kilometrov,null,null,Magus
Lisca,1,"",178,-nan,null,null,"2009-4-26",tekma vodil sem jo do konca, potem pa naredil napako in šel pobirat na področje od koder se ni dalo rešiti. Zmaga je bila ze v rokah. Problem je iil da nisem verjel da na drugi način pridem v cilj in zato ponovno nisem vlekel spure.,null,null,Magus
Kobala,1,"",90,-nan,null,null,"2009-4-5",letkanje z urbanom,null,null,Magus
Mrzli Vrh nad Zirmi,1,"",7,-nan,null,null,"2009-4-5",skok v ziri,null,null,Magus
Levico Terme,1,"",217,-nan,null,null,"2009-5-10",češki open.. na prvi tekmi sem bil 5. vendar bi lahko zmagal glede na to da smo tolk cincal na kocu.,null,null,Magus
Levico Terme,1,"",207,-nan,null,null,"2009-5-11",druga dirka je bila prekinjena bil sem v precej slabem položaju če ne bi bila preknjena bi bil dober ker je folk pocuril,null,null,Magus
Levico Terme,1,"",17,-nan,null,null,"2009-5-12",skenslal so tekmo morlani maček,null,null,Magus
Levico Terme,1,"",120,-nan,null,null,"2009-5-13",tekma v čisti temi kot v braziliji. Na koncu glajdamo po dolini.. meni odleti do kurca... vsi so boljš odglajdal kot jest,null,null,Magus
Levico Terme,1,"",197,-nan,null,null,"2009-5-14",tekma zandjna, zmagal sem z leeding pointi.. in pristal iz 10.mesta na drugo mesto..,null,null,Magus
Kobala,1,"",207,-nan,null,null,"2009-5-17",Z Urbnom letiva v rezijo in nazaj v kobarid,null,null,Magus
Mrzli Vrh na Matajurju,1,"",81,-nan,null,null,"2009-5-20",Liga tekma sem tretji prvi drugi in edina v cilju valiča,null,null,Magus
Kobariški Stol,1,"",234,-nan,null,null,"2009-5-21",3.mesto,null,null,Magus
Kobariški Stol,1,"",89,-nan,null,null,"2009-5-22",4.mesto,null,null,Magus
Kobariški Stol,1,"",63,-nan,null,null,"2009-5-23",14. hafi me je prehitil za 3 točke,null,null,Magus
Pamukle – Turčija,1,"",140,-nan,null,null,"2009-5-28",turčija pred tekmo mal treninga,null,null,Magus
Pamukle – Turčija,1,"",80,-nan,null,null,"2009-5-29",trening dan letkanje,null,null,Magus
Pamukle – Turčija,1,"",179,-nan,null,null,"2009-5-30",prva tekma z jurijem in aljazem se ujamemo na ravnini tako da zaklučimo disciplino precej odzadi,null,null,Magus
Kobala,1,"",137,-nan,null,null,"2009-5-8",z urbanom sva letela proti mangartu in nazaj,null,null,Magus
Pamukle – Turčija,1,"",126,-nan,null,null,"2009-6-1",druga tekma zajebem in odletim le 44km od 89km,null,null,Magus
Gozd senično,1,"",18,-nan,null,null,"2009-6-11",izpit za inšturktorje,null,null,Solski
Gozd senično,1,"",102,-nan,null,null,"2009-6-11",letkanje na godzu najprej sva z gašperjem naredila izpit za inštruktorja potem pa še odletela 2urci,null,null,Magus
Annecy,1,"",70,-nan,null,null,"2009-6-13",fotkanje z Rwanom, in Banotom,null,null,Artic niviuk
Annecy,1,"",90,-nan,null,null,"2009-6-13",fotkanje z Rwanom, in Banotom,null,null,Magus
Annecy,1,"",90,-nan,null,null,"2009-6-14",tekma pwc 58km zajebal sem in scuril v cilj,null,null,Magus
Annecy,1,"",182,-nan,null,null,"2009-6-16",tekma 58km bil sem 12 letel sem dobro na koncu sem scuril na prelazu,null,null,Magus
Annecy,1,"",123,-nan,null,null,"2009-6-17",tekma kaze kot da sem tretji,null,null,Magus
Annecy,1,"",190,-nan,null,null,"2009-6-18",Tekma 58km masaker na grebenu nisem mogu pobrat šele tretja skupina se odpeljem in lovim glavnino. Priletim za našimi 12min.,null,null,Magus
Pamukle – Turčija,1,"",266,-nan,null,null,"2009-6-2",tretja tekma letim v prvi skupini celo tekmo potem pa zajebem tik pred ciljem in izcurim 2km pred ciljem. Nisem mogu pobrat ker je bilo prešibko in preveč iz strani na greben,null,null,Magus
Dražgose spodaj,1,"",20,-nan,null,null,"2009-6-27",Jutri se začne drzavno, blo je razjeban in ful je kuhal,null,null,Magus
Stari vrh,1,"",7,-nan,null,null,"2009-6-29",Pometala smo se dol in scurili...,null,null,Magus
Ratitovec,1,"",62,-nan,null,null,"2009-6-30",tekma na knap med nevihtami izpeljemo tekmo urban zmaga aljaz drugi jaz pa tretiji za las.,null,null,Magus
Pamukle – Turčija,1,"",192,-nan,null,null,"2009-6-5",četrta tekma jebal me je inštrument, imel sem prazne baterijev cilj sem prišel okoli 15 mesta,null,null,Magus
ratitovec,1,"",96,-nan,null,null,"2009-7-1",tekma 30km zajeb tako večina scuri po prvi točki drugi se zapeljemo v drugo dolino kjer jadramo še pol ure nato naredimo kilometerček več...,null,null,Magus
Krvavec,1,"",45,-nan,null,null,"2009-7-11",fotkanje,null,null,Magus
Gozd,1,"",35,-nan,null,null,"2009-7-12",Test novega sedeža,null,null,Magus
ratitovec,1,"",19,-nan,null,null,"2009-7-2",tekma je bila odpovedana. Skok v dolino,null,null,Magus
ratitovec,1,"",19,-nan,null,null,"2009-7-3",prekinjeno,null,null,Magus
Stari vrh,1,"",10,-nan,null,null,"2009-7-4",prekinjeno,null,null,Magus
Zavrh,1,"",43,-nan,null,null,"2009-7-5",prvo jadranje z xalps padalom,null,null,Magus
Zavrh,1,"",85,-nan,null,null,"2009-7-9",jadranje v precej šibkem čudnem vremenu,null,null,Magus
Poggio Bustone,1,"",60,-nan,null,null,"2009-9-1",trening dan letkanje,null,null,Magus
Poggio Bustone,1,"",300,-nan,null,null,"2009-9-2",Tekma 13,null,null,Magus
Poggio Bustone,1,"",210,-nan,null,null,"2009-9-3",tekma prekinjena,null,null,Magus
norma,1,"",180,-nan,null,null,"2009-9-4",Tekm 7,null,null,Magus
Poggio Bustone,1,"",120,-nan,null,null,"2009-9-5",scurili na ravnini,null,null,Magus
Poggio Bustone,1,"",30,-nan,null,null,"2009-9-6",prekinjena nimbus,null,null,Magus
Lijak,1,"",99,-nan,null,null,"2010-1-19","",null,null,Magus
Lijak,1,"",80,-nan,null,null,"2010-1-20","",null,null,Magus
Ulavka,1,"",10,-nan,null,null,"2010-1-22","",null,null,Sonic
Zavrh,1,"",41,-nan,null,null,"2010-1-23","",null,null,Magus
Lijak,1,"",90,-nan,null,null,"2010-1-3","",null,null,Magus novi proto
pamukale,1,"",174,-nan,null,null,"2010-10-1","",null,null,bommerang
Lijak,1,"",40,-nan,null,null,"2010-10-11",peš na štart,null,null,yeti
Zavrh,1,"",12,-nan,null,null,"2010-10-12","",null,null,yeti
grintovc,1,"",30,-nan,null,null,"2010-10-13","",null,null,yeti
pamukale,1,"",84,-nan,null,null,"2010-10-2","",null,null,bommerang
ulavka,1,"",7,-nan,null,null,"2010-10-20","",null,null,yeti
ulavka,1,"",7,-nan,null,null,"2010-10-21","",null,null,yeti
ambrož zgornja poseka,1,"",30,-nan,null,null,"2010-10-29","",null,null,Tandem
Lijak,1,"",68,-nan,null,null,"2010-10-30",zimska liga zmaga,null,null,bommerang
potoška gora,1,"",17,-nan,null,null,"2010-10-9",peš na štart,null,null,nupce
ulavka,1,"",6,-nan,null,null,"2010-11-20","",null,null,nupce
Lijak,1,"",120,-nan,null,null,"2010-11-27",zimska liga zmaga,null,null,bommerang
Lijak,1,"",105,-nan,null,null,"2010-2-1","",null,null,Magus
Lijak,1,"",88,-nan,null,null,"2010-2-2","",null,null,Magus
Lijak,1,"",118,-nan,null,null,"2010-2-27","",null,null,Magus
Lijak,1,"",97,-nan,null,null,"2010-2-8","",null,null,Magus
erzo projekt,1,"",8,-nan,null,null,"2010-3-12","",null,null,sonic
erzo projekt,1,"",5,-nan,null,null,"2010-3-12","",null,null,sonic
pian kavalo,1,"",134,-nan,null,null,"2010-3-13",italjanska liga med 10,null,null,magus
pian kavalo,1,"",139,-nan,null,null,"2010-3-14",drugi, urbanj je zmagal oba dneva,null,null,magus
krvavec,1,"",30,-nan,null,null,"2010-3-17",miha kavčič,null,null,Tandem
Gozd,1,"",20,-nan,null,null,"2010-3-18",miha kavčič,null,null,Tandem
Gozd,1,"",45,-nan,null,null,"2010-3-18",Od Mareta šef ki gre v penzijo,null,null,Tandem
Zavrh,1,"",58,-nan,null,null,"2010-3-2","",null,null,Magus
Gozd,1,"",140,-nan,null,null,"2010-3-24",Gozd pa tja do potoške pol pa v Kranjsko goro stop nazaj z tomijem pa pol naju je pobral jurij franko,null,null,Bommerang
Pocos de Caldas Brazil,1,"",20,-nan,null,null,"2010-3-27",jadranje,null,null,Bommerang
Pocos de Caldas Brazil,1,"",120,-nan,null,null,"2010-3-28",jadranje,null,null,bommerang
Zavrh,1,"",45,-nan,null,null,"2010-3-5","",null,null,Magus
Lijak,1,"",119,-nan,null,null,"2010-3-6","",null,null,Magus
Pocos de Caldas Brazil,1,"",192,-nan,null,null,"2010-4-10",12 skupno 9 na PWCju slovenija team1. Gin team 3. najboljsi od gina,null,null,bommerang
Kobala,1,"",45,-nan,null,null,"2010-4-16","",null,null,Tandem
Ambrozar,1,"",39,-nan,null,null,"2010-4-19",curjenje z ambrozarja vzhodnik in sever,null,null,bommerang
Lijak,1,"",360,-nan,null,null,"2010-4-20",lijak, hrvaška,null,null,bommerang
Lijak,1,"",78,-nan,null,null,"2010-4-23",lijak liga 1.,null,null,bommerang
Lijak,1,"",112,-nan,null,null,"2010-4-24",lijak liga scuril v cilnem iz čavna zmagal urban drugi aljaž ostali eno uro odzadi,null,null,bommerang
Ivanščica,1,"",321,-nan,null,null,"2010-4-28",ivanšcica z mariljem sva letela nazaj proti ljubljani pristanek v ljubljani marli je scuril v mirni,null,null,bommerang
emberger alm,1,"",350,-nan,null,null,"2010-4-29",poizkus 200trk v bistvu bi šlo samo sem zajebal z priklopom v lienc,null,null,bommerang
Pocos de Caldas Brazil,1,"",88,-nan,null,null,"2010-4-7",jadranje,null,null,bommerang
Pocos de Caldas Brazil,1,"",88,-nan,null,null,"2010-4-9",11. gliding tekm,null,null,bommerang
ambroz,1,"",60,-nan,null,null,"2010-5-19","",null,null,Tandem
Kuk-kobarid,1,"",39,-nan,null,null,"2010-5-20","",null,null,bommerang
Kuk-kobarid,1,"",37,-nan,null,null,"2010-5-20","",null,null,bommerang
Kuk-kobarid,1,"",23,-nan,null,null,"2010-5-21","",null,null,bommerang
Bishcling,1,"",90,-nan,null,null,"2010-5-24",ep trening,null,null,bommerang
Bishcling,1,"",180,-nan,null,null,"2010-5-25",ep prva in skenslana tekma,null,null,bommerang
Nad Abtenavom,1,"",15,-nan,null,null,"2010-5-29",ep skenslana tekma,null,null,bommerang
Gozd,1,"",20,-nan,null,null,"2010-6-11","",null,null,Tandem
Niška banja,1,"",120,-nan,null,null,"2010-6-15","",null,null,bommerang
Kruševo,1,"",180,-nan,null,null,"2010-6-16",na poti v grčijo,null,null,bommerang
Kruševo,1,"",50,-nan,null,null,"2010-6-17","",null,null,bommerang
Drama,1,"",105,-nan,null,null,"2010-6-19",pwc trening dan,null,null,bommerang
Nad Abtenavom,1,"",120,-nan,null,null,"2010-6-2",ep scuru v cilnem doletu,null,null,bommerang
Drama,1,"",93,-nan,null,null,"2010-6-21","",null,null,bommerang
Drama,1,"",195,-nan,null,null,"2010-6-23","",null,null,bommerang
Drama,1,"",121,-nan,null,null,"2010-6-24","",null,null,bommerang
Drama,1,"",75,-nan,null,null,"2010-6-25","",null,null,bommerang
Drama,1,"",197,-nan,null,null,"2010-6-26","",null,null,bommerang
Bishcling,1,"",164,-nan,null,null,"2010-6-4",14. se boril za zmago 90 stopin drugače kot drugi v cilj,null,null,bommerang
Bishcling,1,"",270,-nan,null,null,"2010-6-5",140km disciplina trikotnik 4.v cilju skupno smo 3. na stopničkah premagali francoze za 1točko,null,null,bommerang
Dobrča,1,"",20,-nan,null,null,"2010-6-6","",null,null,Tandem
Dobrča,1,"",20,-nan,null,null,"2010-6-7","",null,null,Tandem
ambroz,1,"",105,-nan,null,null,"2010-7-12","",null,null,bommerang
dobrča,1,"",18,-nan,null,null,"2010-7-15",plačan,null,null,Tandem
dobrča,1,"",33,-nan,null,null,"2010-7-15","",null,null,bommerang
ambroz,1,"",21,-nan,null,null,"2010-7-15",tomi,null,null,Tandem
vogar,1,"",12,-nan,null,null,"2010-7-16",plačan,null,null,Tandem
dobrča,1,"",19,-nan,null,null,"2010-7-17",plačan,null,null,Tandem
dobrča,1,"",16,-nan,null,null,"2010-7-17",plačan,null,null,Tandem
dobrča,1,"",24,-nan,null,null,"2010-7-17",plačan,null,null,Tandem
vogu,1,"",67,-nan,null,null,"2010-7-19","",null,null,eden
Gozd,1,"",44,-nan,null,null,"2010-7-19","",null,null,eden
kobala,1,"",24,-nan,null,null,"2010-7-20","",null,null,eden
kobala,1,"",50,-nan,null,null,"2010-7-20","",null,null,eden
Kobariški Stol,1,"",141,-nan,null,null,"2010-7-21","",null,null,eden
kobala,1,"",78,-nan,null,null,"2010-7-21","",null,null,eden
Lijak,1,"",23,-nan,null,null,"2010-7-22","",null,null,eden
Lijak,1,"",80,-nan,null,null,"2010-7-22","",null,null,eden
kovk,1,"",61,-nan,null,null,"2010-7-23","",null,null,eden
vogu,1,"",25,-nan,null,null,"2010-7-26",ni plačan manjka mi še en od prevkota,null,null,Tandem
zabočevo,1,"",69,-nan,null,null,"2010-7-27",super letenje pred nevihtami pristanek na rakitni,null,null,bommerang
san potito,1,"",99,-nan,null,null,"2010-7-3","",null,null,bommerang
san potito,1,"",49,-nan,null,null,"2010-7-6","",null,null,bommerang
san potito,1,"",5,-nan,null,null,"2010-7-8","",null,null,bommerang
san potito,1,"",25,-nan,null,null,"2010-7-8","",null,null,bommerang
san potito,1,"",10,-nan,null,null,"2010-7-8","",null,null,bommerang
san potito,1,"",27,-nan,null,null,"2010-7-8","",null,null,bommerang
san potito,1,"",13,-nan,null,null,"2010-7-8","",null,null,bommerang
san potito,1,"",15,-nan,null,null,"2010-7-8","",null,null,bommerang
san potito,1,"",204,-nan,null,null,"2010-7-9","",null,null,bommerang
dobrča,1,"",23,-nan,null,null,"2010-8-1","",null,null,Tandem
dobrča,1,"",19,-nan,null,null,"2010-8-1","",null,null,Tandem
dobrča,1,"",18,-nan,null,null,"2010-8-1","",null,null,Tandem
dobrča,1,"",26,-nan,null,null,"2010-8-1","",null,null,Tandem
dobrča,1,"",31,-nan,null,null,"2010-8-1","",null,null,Tandem
zavrh,1,"",50,-nan,null,null,"2010-8-10","",null,null,Bommerang
zabočevo,1,"",103,-nan,null,null,"2010-8-11","",null,null,bommerang
ambroz spodnja poseka,1,"",20,-nan,null,null,"2010-8-12","",null,null,Tandem
ambroz spodnja poseka,1,"",20,-nan,null,null,"2010-8-12","",null,null,Tandem
dobrča,1,"",21,-nan,null,null,"2010-8-2","",null,null,Tandem
dobrča,1,"",28,-nan,null,null,"2010-8-2","",null,null,Tandem
dobrča,1,"",15,-nan,null,null,"2010-8-2","",null,null,Tandem
dobrča,1,"",20,-nan,null,null,"2010-8-2","",null,null,Tandem
ambroz,1,"",30,-nan,null,null,"2010-8-21","",null,null,bommerang
kobala,1,"",180,-nan,null,null,"2010-8-22","",null,null,bommerang
kobala,1,"",138,-nan,null,null,"2010-8-23","",null,null,bommerang
kobala,1,"",40,-nan,null,null,"2010-8-24","",null,null,bommerang
kobala,1,"",153,-nan,null,null,"2010-8-26","",null,null,bommerang
kobala,1,"",30,-nan,null,null,"2010-8-27","",null,null,bommerang
zavrh,1,"",66,-nan,null,null,"2010-8-4","",null,null,bommerang
dobrča,1,"",8,-nan,null,null,"2010-8-7","",null,null,Tandem
dobrča,1,"",15,-nan,null,null,"2010-8-7","",null,null,Tandem
dobrča,1,"",22,-nan,null,null,"2010-8-8","",null,null,Tandem
dobrča,1,"",18,-nan,null,null,"2010-8-8","",null,null,Tandem
dobrča,1,"",15,-nan,null,null,"2010-8-8","",null,null,Tandem
dobrča,1,"",20,-nan,null,null,"2010-8-8","",null,null,Tandem
Lijak,1,"",135,-nan,null,null,"2010-9-1","",null,null,bommerang
pamukale,1,"",179,-nan,null,null,"2010-9-22","",null,null,bommerang
pamukale,1,"",128,-nan,null,null,"2010-9-23","",null,null,bommerang
pamukale,1,"",150,-nan,null,null,"2010-9-24","",null,null,bommerang
pamukale,1,"",150,-nan,null,null,"2010-9-25","",null,null,bommerang
pamukale,1,"",150,-nan,null,null,"2010-9-26","",null,null,bommerang
pamukale,1,"",7,-nan,null,null,"2010-9-27","",null,null,bommerang
pamukale,1,"",10,-nan,null,null,"2010-9-27","",null,null,bommerang
pamukale,1,"",10,-nan,null,null,"2010-9-27","",null,null,bommerang
pamukale,1,"",150,-nan,null,null,"2010-9-28","",null,null,bommerang
pamukale,1,"",150,-nan,null,null,"2010-9-29","",null,null,bommerang
koreno,1,"",15,-nan,null,null,"2010-9-3","",null,null,nupce
colombia,1,"",197,-nan,null,null,"2011-1-18","",null,null,bommerang
colombia,1,"",133,-nan,null,null,"2011-1-19","",null,null,bommerang
colombia,1,"",212,-nan,null,null,"2011-1-20","",null,null,bommerang
Merida,1,"",140,-nan,null,null,"2011-1-6",venezuela,null,null,bommerang
Merida,1,"",96,-nan,null,null,"2011-1-7",venezuela,null,null,bommerang
Lijak,1,"",60,-nan,null,null,"2011-2-19","",null,null,stream
buzet,1,"",90,-nan,null,null,"2011-2-5","",null,null,bommerang
buzet,1,"",80,-nan,null,null,"2011-2-6","",null,null,bommerang
buzet,1,"",120,-nan,null,null,"2011-2-7","",null,null,bommerang
buzet,1,"",100,-nan,null,null,"2011-2-8","",null,null,bommerang
korea,1,"",142,-nan,null,null,"2011-3-14","",null,null,bommerang
korea,1,"",27,-nan,null,null,"2011-3-15","",null,null,bommerang
korea,1,"",80,-nan,null,null,"2011-3-15","",null,null,bommerang
korea,1,"",23,-nan,null,null,"2011-3-16","",null,null,bommerang
korea,1,"",66,-nan,null,null,"2011-3-17","",null,null,bommerang
korea,1,"",138,-nan,null,null,"2011-3-17","",null,null,bommerang
korea,1,"",27,-nan,null,null,"2011-3-17","",null,null,bommerang
korea,1,"",22,-nan,null,null,"2011-3-18","",null,null,bommerang
korea,1,"",30,-nan,null,null,"2011-3-18","",null,null,bommerang
korea,1,"",73,-nan,null,null,"2011-3-18","",null,null,bommerang
korea,1,"",62,-nan,null,null,"2011-3-19","",null,null,bommerang
korea,1,"",67,-nan,null,null,"2011-3-19","",null,null,bommerang
korea,1,"",8,-nan,null,null,"2011-3-19","",null,null,bommerang
korea,1,"",57,-nan,null,null,"2011-3-19","",null,null,bommerang
korea,1,"",34,-nan,null,null,"2011-3-21","",null,null,bommerang
Lijak,1,"",120,-nan,null,null,"2011-3-5","",null,null,bommerang
Ambroz,1,"",65,-nan,null,null,"2011-3-8","",null,null,bommerang
ambroz,1,"",87,-nan,null,null,"2011-3-9","",null,null,bommerang
kovk,1,"",89,-nan,null,null,"2012-12-30","",null,null,Tandem
kovk,1,"",82,-nan,null,null,"2013-01-06","",null,null,Tandem
lijak,2,"",165,-nan,null,null,"2013-03-01","",null,null,Tandem
lijak,1,"",92,-nan,null,null,"2013-03-16","",null,null,Tandem
lijak,3,"",195,-nan,null,null,"2013-03-22","",null,null,Tandem
